AdID,職位名稱,公司名稱,發布日期,職位詳情連結
HS26032361,英文科老師 (常額 / 合約),聖公會聖約翰曾肇添小學 SKH ST. JOHN'S TSANG SHIU TIM PRIMARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032361/%E8%8B%B1%E6%96%87%E7%A7%91%E8%80%81%E5%B8%AB-%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84-
HS26032381,常額 / 合約英文科教師 APSM (能任教體育科),合一堂學校 HOP YAT CHURCH SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032381/%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84%E8%8B%B1%E6%96%87%E7%A7%91%E6%95%99%E5%B8%AB-APSM-%E8%83%BD%E4%BB%BB%E6%95%99%E9%AB%94%E8%82%B2%E7%A7%91-
HS26032391,文書助理 (CA 非編制內),聖公會將軍澳基德小學 S.K.H. TSEUNG KWAN O KEI TAK PRIMARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032391/%E6%96%87%E6%9B%B8%E5%8A%A9%E7%90%86-CA-%E9%9D%9E%E7%B7%A8%E5%88%B6%E5%85%A7-
HS26032471,常額 / 合約學位教師 - 資訊及通訊科技科 (26-27 年度),聖士提反堂中學 ST. STEPHEN'S CHURCH COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032471/%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84%E5%AD%B8%E4%BD%8D%E6%95%99%E5%B8%AB---%E8%B3%87%E8%A8%8A%E5%8F%8A%E9%80%9A%E8%A8%8A%E7%A7%91%E6%8A%80%E7%A7%91-26-27-%E5%B9%B4%E5%BA%A6-
HS26032472,各科學術班、支援班及興趣班導師 (合約、兼職) (26-27 年度),聖士提反堂中學 ST. STEPHEN'S CHURCH COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032472/%E5%90%84%E7%A7%91%E5%AD%B8%E8%A1%93%E7%8F%AD%E3%80%81%E6%94%AF%E6%8F%B4%E7%8F%AD%E5%8F%8A%E8%88%88%E8%B6%A3%E7%8F%AD%E5%B0%8E%E5%B8%AB-%E5%90%88%E7%B4%84%E3%80%81%E5%85%BC%E8%81%B7-26-27-%E5%B9%B4%E5%BA%A6-
HS26032491,English Teacher,迦密柏雨中學 CARMEL PAK U SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032491/English-Teacher
HS26032492,Chinese Teacher,迦密柏雨中學 CARMEL PAK U SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032492/Chinese-Teacher
HS26032521,體育及中文 / 英文 / 數學合約教師,聖保祿天主教小學 ST PAUL'S PRIMARY CATHOLIC SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032521/%E9%AB%94%E8%82%B2%E5%8F%8A%E4%B8%AD%E6%96%87-%E8%8B%B1%E6%96%87-%E6%95%B8%E5%AD%B8%E5%90%88%E7%B4%84%E6%95%99%E5%B8%AB
HS26032531,Mathematics Teacher (Regular / Contract) (2026-2027 學年),保良局馬錦明夫人章馥仙中學 PO LEUNG KUK MRS MA KAM MING CHEUNG FOOK SIEN COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032531/Mathematics-Teacher-Regular-Contract-2026-2027-%E5%AD%B8%E5%B9%B4-
HS26032532,Geography Panel Head / Teacher (Regular / Contract) (2026-2027 學年),保良局馬錦明夫人章馥仙中學 PO LEUNG KUK MRS MA KAM MING CHEUNG FOOK SIEN COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032532/Geography-Panel-Head-Teacher-Regular-Contract-2026-2027-%E5%AD%B8%E5%B9%B4-
HS26032533,音樂科科主任 (常額 / 合約) (2026-2027 學年),保良局馬錦明夫人章馥仙中學 PO LEUNG KUK MRS MA KAM MING CHEUNG FOOK SIEN COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032533/%E9%9F%B3%E6%A8%82%E7%A7%91%E7%A7%91%E4%B8%BB%E4%BB%BB-%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84-2026-2027-%E5%AD%B8%E5%B9%B4-
HS26032541,Mathematics Supply Teacher,地利亞修女紀念學校協和二中 DELIA MEMORIAL SCHOOL ( HIP WO NO.2 COLLEGE) (),2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032541/Mathematics-Supply-Teacher
HS26032551,副校長 (首席學位教師 / 高級小學學位教師) (26-27 年度),道慈佛社楊日霖紀念學校 BUDDHIST TO CHI FAT SHE YEUNG YAT LAM MEMORIAL SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032551/%E5%89%AF%E6%A0%A1%E9%95%B7-%E9%A6%96%E5%B8%AD%E5%AD%B8%E4%BD%8D%E6%95%99%E5%B8%AB-%E9%AB%98%E7%B4%9A%E5%B0%8F%E5%AD%B8%E5%AD%B8%E4%BD%8D%E6%95%99%E5%B8%AB-26-27-%E5%B9%B4%E5%BA%A6-
HS26032552,常額 / 合約助理小學學位教師 (能兼任音樂或視藝科) (26-27 年度),道慈佛社楊日霖紀念學校 BUDDHIST TO CHI FAT SHE YEUNG YAT LAM MEMORIAL SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032552/%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84%E5%8A%A9%E7%90%86%E5%B0%8F%E5%AD%B8%E5%AD%B8%E4%BD%8D%E6%95%99%E5%B8%AB-%E8%83%BD%E5%85%BC%E4%BB%BB%E9%9F%B3%E6%A8%82%E6%88%96%E8%A6%96%E8%97%9D%E7%A7%91-26-27-%E5%B9%B4%E5%BA%A6-
HS26032561,資訊及通訊科技科、普通電腦科學位教師 (合約 / 常額),仁濟醫院林百欣中學 YAN CHAI HOSPITAL LIM POR YEN SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032561/%E8%B3%87%E8%A8%8A%E5%8F%8A%E9%80%9A%E8%A8%8A%E7%A7%91%E6%8A%80%E7%A7%91%E3%80%81%E6%99%AE%E9%80%9A%E9%9B%BB%E8%85%A6%E7%A7%91%E5%AD%B8%E4%BD%8D%E6%95%99%E5%B8%AB-%E5%90%88%E7%B4%84-%E5%B8%B8%E9%A1%8D-
HS26032562,教學助理,仁濟醫院林百欣中學 YAN CHAI HOSPITAL LIM POR YEN SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032562/%E6%95%99%E5%AD%B8%E5%8A%A9%E7%90%86
HS26032571,化學 / 數學老師 - 精通數字教育優先 (常額 / 合約),聖文德書院 ST. BONAVENTURE COLLEGE AND HIGH SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032571/%E5%8C%96%E5%AD%B8-%E6%95%B8%E5%AD%B8%E8%80%81%E5%B8%AB---%E7%B2%BE%E9%80%9A%E6%95%B8%E5%AD%97%E6%95%99%E8%82%B2%E5%84%AA%E5%85%88-%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84-
HS26032572,英文老師 (常額 / 合約),聖文德書院 ST. BONAVENTURE COLLEGE AND HIGH SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032572/%E8%8B%B1%E6%96%87%E8%80%81%E5%B8%AB-%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84-
HS26032573,Native-speaking English Teacher,聖文德書院 ST. BONAVENTURE COLLEGE AND HIGH SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032573/Native-speaking-English-Teacher
HS26032611,中文及文學科教師 (合約) (2026-2027 學年),麗澤中學 LAI CHACK MIDDLE SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032611/%E4%B8%AD%E6%96%87%E5%8F%8A%E6%96%87%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E5%90%88%E7%B4%84-2026-2027-%E5%AD%B8%E5%B9%B4-
HS26032612,英文科教師 (合約) (2026-2027 學年),麗澤中學 LAI CHACK MIDDLE SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032612/%E8%8B%B1%E6%96%87%E7%A7%91%E6%95%99%E5%B8%AB-%E5%90%88%E7%B4%84-2026-2027-%E5%AD%B8%E5%B9%B4-
HS26032613,數學科兼科學科教師 (合約) (2026-2027 學年),麗澤中學 LAI CHACK MIDDLE SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032613/%E6%95%B8%E5%AD%B8%E7%A7%91%E5%85%BC%E7%A7%91%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E5%90%88%E7%B4%84-2026-2027-%E5%AD%B8%E5%B9%B4-
HS26032614,教學助理 / 助理教師 (合約) (2026-2027 學年),麗澤中學 LAI CHACK MIDDLE SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032614/%E6%95%99%E5%AD%B8%E5%8A%A9%E7%90%86-%E5%8A%A9%E7%90%86%E6%95%99%E5%B8%AB-%E5%90%88%E7%B4%84-2026-2027-%E5%AD%B8%E5%B9%B4-
HS26032621,助理教師 - 中國語文科 (2026-2027 年度),青年會書院 CHINESE YMCA COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032621/%E5%8A%A9%E7%90%86%E6%95%99%E5%B8%AB---%E4%B8%AD%E5%9C%8B%E8%AA%9E%E6%96%87%E7%A7%91-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26032622,助理教師 - 英國語文科 (2026-2027 年度),青年會書院 CHINESE YMCA COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032622/%E5%8A%A9%E7%90%86%E6%95%99%E5%B8%AB---%E8%8B%B1%E5%9C%8B%E8%AA%9E%E6%96%87%E7%A7%91-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26032623,助理教師 - 視藝科 (2026-2027 年度),青年會書院 CHINESE YMCA COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032623/%E5%8A%A9%E7%90%86%E6%95%99%E5%B8%AB---%E8%A6%96%E8%97%9D%E7%A7%91-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26032624,教學助理 - 學生支援組 (2026-2027 年度),青年會書院 CHINESE YMCA COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032624/%E6%95%99%E5%AD%B8%E5%8A%A9%E7%90%86---%E5%AD%B8%E7%94%9F%E6%94%AF%E6%8F%B4%E7%B5%84-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26032625,輔導員 - 學生支援組 (2026-2027 年度),青年會書院 CHINESE YMCA COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032625/%E8%BC%94%E5%B0%8E%E5%93%A1---%E5%AD%B8%E7%94%9F%E6%94%AF%E6%8F%B4%E7%B5%84-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26032626,三級實驗室技術員 (2026-2027 年度),青年會書院 CHINESE YMCA COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032626/%E4%B8%89%E7%B4%9A%E5%AF%A6%E9%A9%97%E5%AE%A4%E6%8A%80%E8%A1%93%E5%93%A1-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26032627,行政助理 / 助理行政主任 - 圖書館 (2026-2027 年度),青年會書院 CHINESE YMCA COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032627/%E8%A1%8C%E6%94%BF%E5%8A%A9%E7%90%86-%E5%8A%A9%E7%90%86%E8%A1%8C%E6%94%BF%E4%B8%BB%E4%BB%BB---%E5%9C%96%E6%9B%B8%E9%A4%A8-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26032631,各科科主任或老師 (26/27 年度),優才書院小學部 G.T. COLLEGE (PRIMARY SECTION) (),2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032631/%E5%90%84%E7%A7%91%E7%A7%91%E4%B8%BB%E4%BB%BB%E6%88%96%E8%80%81%E5%B8%AB-26-27-%E5%B9%B4%E5%BA%A6-
HS26032641,駐校社工 School Social Worker (2026/27 年度),優才書院小學部 G.T. COLLEGE (PRIMARY SECTION) (),2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032641/%E9%A7%90%E6%A0%A1%E7%A4%BE%E5%B7%A5-School-Social-Worker-2026-27-%E5%B9%B4%E5%BA%A6-
HS26032651,數學科教師 (常額 / 合約) (2026/2027 年度),文理書院香港 COGNITIO COLLEGE HONG KONG (),2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032651/%E6%95%B8%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26032661,Mathematics Teacher (Regular) (2026-2027),順利天主教中學 SHUN LEE CATHOLIC SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032661/Mathematics-Teacher-Regular-2026-2027-
HS26032662,Mathematics and Technology and Living Teacher (Regular) (2026-2027),順利天主教中學 SHUN LEE CATHOLIC SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032662/Mathematics-and-Technology-and-Living-Teacher-Regular-2026-2027-
HS26032663,English Language Teacher (Regular) (2026-2027),順利天主教中學 SHUN LEE CATHOLIC SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032663/English-Language-Teacher-Regular-2026-2027-
HS26032664,English Language Teacher (Contract) (2026-2027),順利天主教中學 SHUN LEE CATHOLIC SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032664/English-Language-Teacher-Contract-2026-2027-
HS26032665,Chinese Language Teacher (Contract) (2026-2027),順利天主教中學 SHUN LEE CATHOLIC SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032665/Chinese-Language-Teacher-Contract-2026-2027-
HS26032681,實驗室技術員 (二級 / 三級) (常額 / 合約) (2026/27 學年),五邑司徒浩中學 F D B W A SZETO HO SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032681/%E5%AF%A6%E9%A9%97%E5%AE%A4%E6%8A%80%E8%A1%93%E5%93%A1-%E4%BA%8C%E7%B4%9A-%E4%B8%89%E7%B4%9A-%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84-2026-27-%E5%AD%B8%E5%B9%B4-
HS26032682,英文科學位教師 (常額 / 合約) (2026/27 學年),五邑司徒浩中學 F D B W A SZETO HO SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032682/%E8%8B%B1%E6%96%87%E7%A7%91%E5%AD%B8%E4%BD%8D%E6%95%99%E5%B8%AB-%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84-2026-27-%E5%AD%B8%E5%B9%B4-
HS26032683,數學科學位教師 (常額 / 合約) (2026/27 學年),五邑司徒浩中學 F D B W A SZETO HO SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032683/%E6%95%B8%E5%AD%B8%E7%A7%91%E5%AD%B8%E4%BD%8D%E6%95%99%E5%B8%AB-%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84-2026-27-%E5%AD%B8%E5%B9%B4-
HS26032691,資訊及通訊科技老師 ICT,聖公會基孝中學 SKH KEI HAU SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032691/%E8%B3%87%E8%A8%8A%E5%8F%8A%E9%80%9A%E8%A8%8A%E7%A7%91%E6%8A%80%E8%80%81%E5%B8%AB-ICT
HS26032692,STEAM & AI Researcher,聖公會基孝中學 SKH KEI HAU SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032692/STEAM-AI-Researcher
HS26032701,合約數學科教師 (2026 至 2027 年度),油麻地天主教小學 YAUMATI CATHOLIC PRIMARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032701/%E5%90%88%E7%B4%84%E6%95%B8%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-2026-%E8%87%B3-2027-%E5%B9%B4%E5%BA%A6-
HS26032711,Regular / Contract Eng Teacher(s) (2026/2027),基督教宣道會宣基中學 CHRISTIAN & MISSIONARY ALLIANCE SUN KEI SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032711/Regular-Contract-Eng-Teacher-s-2026-2027-
HS26032712,Daily-rated Supply Teacher (GM) (VA / C. Hist) (2026/2027),基督教宣道會宣基中學 CHRISTIAN & MISSIONARY ALLIANCE SUN KEI SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032712/Daily-rated-Supply-Teacher-GM-VA-C-Hist-2026-2027-
HS26032731,Native-speaking English Language Teacher (Under Native-speaking English Teacher (NET) Grant) (Contract Post),元朗信義中學 YUEN LONG LUTHERAN SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032731/Native-speaking-English-Language-Teacher-Under-Native-speaking-English-Teacher-NET-Grant-Contract-Post-
HS26032732,English Language Teacher (Junior and Senior Form) (Contract Post),元朗信義中學 YUEN LONG LUTHERAN SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032732/English-Language-Teacher-Junior-and-Senior-Form-Contract-Post-
HS26032741,Executive Assistant,聖公會莫壽增會督中學 S.K.H. BISHOP MOK SAU TSENG SECONDARY SCHOOL,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032741/Executive-Assistant
HS26032771,國際及大中華區教育項目主任,佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032771/%E5%9C%8B%E9%9A%9B%E5%8F%8A%E5%A4%A7%E4%B8%AD%E8%8F%AF%E5%8D%80%E6%95%99%E8%82%B2%E9%A0%85%E7%9B%AE%E4%B8%BB%E4%BB%BB
HS26032772,國際及大中華區教育項目助理,佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032772/%E5%9C%8B%E9%9A%9B%E5%8F%8A%E5%A4%A7%E4%B8%AD%E8%8F%AF%E5%8D%80%E6%95%99%E8%82%B2%E9%A0%85%E7%9B%AE%E5%8A%A9%E7%90%86
HS26032773,學生宿舍舍監 (2026 年 5 月 18 日到職),佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/HS26032773/%E5%AD%B8%E7%94%9F%E5%AE%BF%E8%88%8D%E8%88%8D%E7%9B%A3-2026-%E5%B9%B4-5-%E6%9C%88-18-%E6%97%A5%E5%88%B0%E8%81%B7-
K226001171,【巫筆】AI 提示詞工程師 (中文科，毋須 IT 經驗),巫筆 MOBUT,2026-04-29,https://jump.mingpao.com/job/detail/Jobs/2/K226001171/-%E5%B7%AB%E7%AD%86-AI-%E6%8F%90%E7%A4%BA%E8%A9%9E%E5%B7%A5%E7%A8%8B%E5%B8%AB-%E4%B8%AD%E6%96%87%E7%A7%91-%E6%AF%8B%E9%A0%88-IT-%E7%B6%93%E9%A9%97-
HS26031371,中文 / 中史、體育科學位教師 (合約 / 常額) (2026-2027 年度),鄭植之中學 CHENG CHEK CHEE SECONDARY SCHOOL OF SAI KUNG & HANG HAU DISTRICT N T,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031371/%E4%B8%AD%E6%96%87-%E4%B8%AD%E5%8F%B2%E3%80%81%E9%AB%94%E8%82%B2%E7%A7%91%E5%AD%B8%E4%BD%8D%E6%95%99%E5%B8%AB-%E5%90%88%E7%B4%84-%E5%B8%B8%E9%A1%8D-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26031372,Full-time School-based NET (Native-speaking English Teacher) (NOT under EDB NET Scheme) (2026-2027),鄭植之中學 CHENG CHEK CHEE SECONDARY SCHOOL OF SAI KUNG & HANG HAU DISTRICT N T,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031372/Full-time-School-based-NET-Native-speaking-English-Teacher-NOT-under-EDB-NET-Scheme-2026-2027-
HS26031651,數學及常識科合約助理小學學位教師 APSM (2026-2027 年度),循理會白普理基金循理小學 FMB CHUN LEI PRIMARY SCHOOL,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031651/%E6%95%B8%E5%AD%B8%E5%8F%8A%E5%B8%B8%E8%AD%98%E7%A7%91%E5%90%88%E7%B4%84%E5%8A%A9%E7%90%86%E5%B0%8F%E5%AD%B8%E5%AD%B8%E4%BD%8D%E6%95%99%E5%B8%AB-APSM-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26031661,Vice-Principal / Assistant Principal / Department Head,優才楊殷有娣書院中學部 G.T. (ELLEN YEUNG) COLLEGE () –,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031661/Vice-Principal-Assistant-Principal-Department-Head
HS26031671,English Teacher (Regular / Contract),迦密主恩中學 CARMEL DIVINE GRACE FOUNDATION SECONDARY SCHOOL,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031671/English-Teacher-Regular-Contract-
HS26031672,Chinese Language Teacher (Regular / Contract),迦密主恩中學 CARMEL DIVINE GRACE FOUNDATION SECONDARY SCHOOL,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031672/Chinese-Language-Teacher-Regular-Contract-
HS26031681,School Sports Promotion Coordinator (Temporary Staff),聖言中學 SING YIN SECONDARY SCHOOL,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031681/School-Sports-Promotion-Coordinator-Temporary-Staff-
HS26031691,英文科老師一名 (常額 / 合約) (2026-2027 學年),香港鄧鏡波書院 HONG KONG TANG KING PO COLLEGE,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031691/%E8%8B%B1%E6%96%87%E7%A7%91%E8%80%81%E5%B8%AB%E4%B8%80%E5%90%8D-%E5%B8%B8%E9%A1%8D-%E5%90%88%E7%B4%84-2026-2027-%E5%AD%B8%E5%B9%B4-
HS26031701,Regular / Contract Mathematics GM Teacher,王肇枝中學大埔 WONG SHIU CHI SECONDARY SCHOOL (TAI PO) (),2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031701/Regular-Contract-Mathematics-GM-Teacher
HS26031711,中文兼普通話日薪代課教師,香海正覺蓮社佛教梁植偉中學 HHCKLA BUDDHIST LEUNG CHIK WAI COLLEGE,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031711/%E4%B8%AD%E6%96%87%E5%85%BC%E6%99%AE%E9%80%9A%E8%A9%B1%E6%97%A5%E8%96%AA%E4%BB%A3%E8%AA%B2%E6%95%99%E5%B8%AB
HS26031712,English Teacher (Regular GM / Contract) (2026-2027 學年),香海正覺蓮社佛教梁植偉中學 HHCKLA BUDDHIST LEUNG CHIK WAI COLLEGE,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031712/English-Teacher-Regular-GM-Contract-2026-2027-%E5%AD%B8%E5%B9%B4-
HS26031721,Mathematics Teacher (2026/2027 Regular and Contract Teacher),屯門天主教中學 TUEN MUN CATHOLIC SECONDARY SCHOOL,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031721/Mathematics-Teacher-2026-2027-Regular-and-Contract-Teacher-
HS26031731,合約 / 常額教師 (2026-2027 年度),聖伯多祿天主教小學 ST. PETER'S CATHOLIC PRIMARY SCHOOL,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031731/%E5%90%88%E7%B4%84-%E5%B8%B8%E9%A1%8D%E6%95%99%E5%B8%AB-2026-2027-%E5%B9%B4%E5%BA%A6-
HS26031732,全職天主教牧民助理,聖伯多祿天主教小學 ST. PETER'S CATHOLIC PRIMARY SCHOOL,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031732/%E5%85%A8%E8%81%B7%E5%A4%A9%E4%B8%BB%E6%95%99%E7%89%A7%E6%B0%91%E5%8A%A9%E7%90%86
HS26031733,全職學習支援教學助理,聖伯多祿天主教小學 ST. PETER'S CATHOLIC PRIMARY SCHOOL,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031733/%E5%85%A8%E8%81%B7%E5%AD%B8%E7%BF%92%E6%94%AF%E6%8F%B4%E6%95%99%E5%AD%B8%E5%8A%A9%E7%90%86
HS26031741,"English, Mathematics, Integrated Science (Junior Forms) & STEAM and Biology Teachers",慕光英文書院 MU KUANG ENGLISH SCHOOL,2026-04-28,https://jump.mingpao.com/job/detail/Jobs/2/HS26031741/English-Mathematics-Integrated-Science-Junior-Forms-STEAM-and-Biology-Teachers
